Sigla da UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Rede;Matemática;Língua Portuguesa;Nota Média Padronizada (N)
AC;1200385;Plácido de Castro;12010731;ESC SAO LUIZ GONZAGA;Estadual;276.24;260.31;4.466146
AC;1200385;Plácido de Castro;12023779;ESC JOAO RICARDO DE FREITAS;Estadual;266.48;264.29;4.388648
AC;1200393;Porto Walter;12003050;ESC BORGES DE AQUINO;Estadual;252.52;244.99;3.903658
AC;1200401;Rio Branco;12010928;COLEGIO ADVENTISTA DE RIO BRANCO;Privada;;;
AC;1200401;Rio Branco;12010936;ESC CENTRO EDUCACIONAL E CULTURAL - META;Privada;;;
AC;1200401;Rio Branco;12011320;ESC CAPITAO EDGAR CERQUEIRA FILHO;Estadual;255.71;251.4;4.04442
AC;1200401;Rio Branco;12011410;ESC COLEGIO DE APLICACAO UFAC;Federal;302.3;316.2;5.668834
AC;1200401;Rio Branco;12011428;ESC COLEGIO ACREANO;Estadual;;;
AC;1200401;Rio Branco;12011444;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;Estadual;256.99;264.58;4.259703
AC;1200401;Rio Branco;12011517;ESC DR JOAO BATISTA AGUIAR;Estadual;273.25;290.66;4.878493
AC;1200401;Rio Branco;12011584;ESC ALCIMAR NUNES LEITAO;Estadual;;;
AC;1200401;Rio Branco;12012017;ESC HUMBERTO SOARES DA COSTA;Estadual;285.4;300.11;5.190606
AC;1200401;Rio Branco;12012106;ESC SENADOR ADALBERTO SENA;Estadual;;;
AC;1200401;Rio Branco;12012181;ESC PROF JOSE RODRIGUES LEITE;Estadual;273.66;287.46;4.836347
AC;1200401;Rio Branco;12012297;ESC DR AUGUSTO MONTEIRO;Estadual;;;
AC;1200401;Rio Branco;12012360;ESC DR SANTIAGO DANTAS;Estadual;274.07;275.79;4.667405
AC;1200401;Rio Branco;12012556;ESC PROF HELOISA MOURAO MARQUES;Estadual;;;
AC;1200401;Rio Branco;12012564;ESC HENRIQUE LIMA;Estadual;;;
AC;1200401;Rio Branco;12012580;ESC INSTITUTO DE EDUCACAO LOURENCO FILHO;Estadual;285.6;298.09;5.163175
AC;1200401;Rio Branco;12012750;ESC LEONCIO DE CARVALHO;Estadual;261.32;276.51;4.49911
AC;1200401;Rio Branco;12012823;ESC MAJOR JOAO CANCIO;Estadual;;;
AC;1200401;Rio Branco;12013013;ESC LOURIVAL SOMBRA PEREIRA LIMA;Estadual;;;
AC;1200401;Rio Branco;12013161;ESC NOVA ESPERANCA;Estadual;;;
AC;1200401;Rio Branco;12013242;ESC PADRE CARLOS CASAVECCHIA;Estadual;254.35;258.9;4.137594
AC;1200401;Rio Branco;12013340;ESC PRESBITERIANA JOAO CALVINO;Estadual;274.74;284.08;4.800917
AC;1200401;Rio Branco;12013510;ESC PROF DALVA DE SOUZA DAS NEVES;Estadual;;;
AC;1200401;Rio Branco;12013595;ESC SAO PEDRO I;Estadual;;;
AC;1200401;Rio Branco;12014001;ESC SANTO ANTONIO II;Estadual;;;
AC;1200401;Rio Branco;12014052;ESC TANCREDO DE ALMEIDA NEVES;Estadual;253.85;263.6;4.200931
AC;1200401;Rio Branco;12014370;ESC INSTITUTO IMACULADA CONCEICAO;Privada;;;
AC;1200401;Rio Branco;12014389;ESC INSTITUTO SAO JOSE;Estadual;283.47;291.19;5.029966
AC;1200401;Rio Branco;12015172;ESC TUFI ASMAR;Estadual;268.69;275.69;4.590346
AC;1200401;Rio Branco;12019054;ESC COLEGIO PINGO DE OURO;Privada;;;
AC;1200401;Rio Branco;12021261;ESC COLEGIO VITORIA;Privada;;;
AC;1200401;Rio Branco;12022969;ESC ASSOCIACAO MODELAR DE ENSINO A M E;Privada;;;
AC;1200401;Rio Branco;12026409;COLEGIO ALTERNATIVO DO ACRE;Privada;;;
AC;1200401;Rio Branco;12026530;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUACAO BRADESCO;Privada;;;
AC;1200401;Rio Branco;12027340;ESC LOURIVAL PINHO;Estadual;;;
AC;1200401;Rio Branco;12027359;ESC PAULO FREIRE;Estadual;;;
AC;1200401;Rio Branco;12027758;ESC GLORIA PEREZ;Estadual;259.09;266.15;4.3127
AC;1200401;Rio Branco;12028037;ESC JORNALISTA ARMAO NOGUEIRA;Estadual;;;
AC;1200401;Rio Branco;12028843;ESC TECNICA EM SAUDE MARIA MOREIRA DA ROCHA;Estadual;;;
AC;1200401;Rio Branco;12028860;ESC JOSE RIBAMAR BATISTA;Estadual;272.37;274.75;4.62796
AC;1200401;Rio Branco;12029580;ESC CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICA ROBERVAL CARDOSO;Estadual;;;
AC;1200401;Rio Branco;12030058;ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO;Privada;;;
AC;1200401;Rio Branco;12030961;IFAC - CAMPUS RIO BRANCO;Federal;;;
AC;1200401;Rio Branco;12031682;ESCOLA COLEGIO SIGMA;Privada;;;
AC;1200401;Rio Branco;12032093;IFAC - CAMPUS AVANCADO RIO BRANCO BAIXADA DO SOL;Federal;;;
AC;1200401;Rio Branco;12032166;ESC PROF RAIMUA SILVA PARA;Estadual;;;
AC;1200401;Rio Branco;12033359;ESC COLEGIO MILITAR TIRADENTES;Estadual;285.98;298.97;5.181686
AC;1200401;Rio Branco;12033367;ESC COLEGIO MILITAR DOM PEDRO II;Estadual;282.91;287.17;4.961921
AC;1200401;Rio Branco;12033898;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;Estadual;;;
AC;1200401;Rio Branco;12044636;ESC PROF PEDRO MARTINELLO;Estadual;259.44;271.88;4.403394
AC;1200401;Rio Branco;12044822;ESC SEBASTIAO PEDROSA;Estadual;274.54;274.52;4.654994
AC;1200401;Rio Branco;12052221;ESC PROF CLICIA GADELHA;Estadual;260.18;262.02;4.266183
AC;1200401;Rio Branco;12091260;ESC BOA UNIAO ENSINO JOVEM;Estadual;244.69;255.24;3.94713
AC;1200427;Rodrigues Alves;12003638;ESC FELICISSIMO NEGREIROS;Estadual;247.89;248.21;3.886834
AC;1200427;Rodrigues Alves;12003760;ESC JOSE DE SOUZA MARTINS;Estadual;;;
AC;1200427;Rodrigues Alves;12003867;ESC NUNES CORREIA;Estadual;;;
AC;1200427;Rodrigues Alves;12022004;ESC FRANCISCO BRAGA DE SOUZA;Estadual;258.38;261.12;4.227429
AC;1200427;Rodrigues Alves;12028479;ESC MANOEL CARNEIRO DE MESSIAS;Estadual;241.63;236.85;3.628853
AC;1200435;Santa Rosa do Purus;12028851;ESC PADRE PAOLINO MARIA BALDASSARI;Estadual;239.32;222.39;3.379942
AC;1200450;Senador Guiomard;12014591;ESC CIVICO MILITAR 15 DE JUNHO;Estadual;;;
AC;1200450;Senador Guiomard;12014877;ESC PADRE CARLOS CASAVEQUIA;Estadual;;;
AC;1200450;Senador Guiomard;12033790;ESC CIVICO MILITAR ALDACI SIMOES DA COSTA;Estadual;263.49;273.62;4.486324
AC;1200500;Sena Madureira;12007412;ESC ASSIS VASCONCELOS;Estadual;;;
AC;1200500;Sena Madureira;12007536;ESC COMUNITARIA II;Estadual;;;
AC;1200500;Sena Madureira;12007617;ESC DOM JULIO MATTIOLI;Estadual;265.58;274.79;4.533193
AC;1200500;Sena Madureira;12030945;IFAC - CAMPUS SENA MADUREIRA;Federal;282.33;286.72;4.947039
AC;1200609;Tarauacá;12005398;ESC 15 DE JUNHO;Estadual;239.42;261.64;3.968921
AC;1200609;Tarauacá;12005711;ESC DR DJALMA DA CUNHA BATISTA;Estadual;262.68;265.93;4.359828
AC;1200609;Tarauacá;12005894;ESC JOAO RIBEIRO;Estadual;245.41;244.71;3.799607
AC;1200609;Tarauacá;12031755;ESC FRANCISCO NAPOLEAO DE ARAUJO;Estadual;241.12;245.77;3.755223
AC;1200609;Tarauacá;12032441;IFAC - CAMPUS TARAUACA;Federal;;;
AC;1200708;Xapuri;12017540;ESC DIVINA PROVIDENCIA;Estadual;268.03;271.84;4.523442
AC;1200708;Xapuri;12018163;ESC SAO MIGUEL;Estadual;;;
AC;1200708;Xapuri;12030953;IFAC - CAMPUS XAPURI;Federal;;;
AC;1200807;Porto Acre;12014125;ESC UNIAO E PROGRESSO;Estadual;260.57;247.15;4.049056
AC;1200807;Porto Acre;12015326;ESC CEL JOSE PLACIDO DE CASTRO;Estadual;248.76;255.21;4.003843
AC;1200807;Porto Acre;12015334;ESC EDMUO PINTO DE ALMEIDA NETO;Estadual;278.43;288.02;4.911725
AC;1200807;Porto Acre;12015342;ESC JADER SARAIVA MACHADO;Estadual;270.31;266.13;4.469985
AM;1300029;Alvarães;13012533;ESCOLA ESTADUAL PROF JOHANNES PETRUS;Estadual;;;
AM;1300029;Alvarães;13103610;CENTRO DE EDUCACAO IIGENA ALVARAES;Estadual;;;
AM;1300029;Alvarães;13219200;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ALVARAE;Estadual;;;
AM;1300060;Amaturá;13083309;ESCOLA ESTADUAL AMATURA;Estadual;257.14;246.71;3.994295
AM;1300060;Amaturá;13099361;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE AMATURA;Estadual;;;
AM;1300060;Amaturá;13103431;ESC EST IIGENA MANUEL JOAQUIM SALDANHA FILHO TCHAIAREECU;Estadual;214.91;196.78;2.653721
AM;1300060;Amaturá;13238213;CENTRO DE EDUCACAO IIGENA - AMATURA;Estadual;;;
AM;1300086;Anamã;13014293;ESCOLA ESTADUAL MARIA NOGUEIRA MARQUES;Estadual;260.55;249.61;4.085601
AM;1300086;Anamã;13014781;ESCOLA ESTADUAL DUQUE DE CAXIAS;Estadual;234.62;244.09;3.638781
AM;1300086;Anamã;13014803;ESCOLA ESTADUAL TANCREDO NEVES;Estadual;239.81;239.51;3.643111
AM;1300086;Anamã;13103130;CENTRO DE EDUCACAO IIGENA ANAMA;Estadual;227.47;218.75;3.159018
AM;1300086;Anamã;13220209;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ANAMA;Estadual;231.7;226.54;3.335045
AM;1300102;Anori;13014846;ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA;Estadual;257.81;261.38;4.223315
AM;1300102;Anori;13220250;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ANORI;Estadual;247.77;243.36;3.812544
AM;1300144;Apuí;13059203;ESCOLA ESTADUAL PROFª MARIA CURTARELLI LIRA;Estadual;261.08;255.01;4.173883
AM;1300144;Apuí;13220268;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE APUI;Estadual;;;
AM;1300201;Atalaia do Norte;13004956;ESCOLA ESTADUAL MARECHAL CASTELLO BRANCO;Estadual;;;
AM;1300201;Atalaia do Norte;13004964;ESCOLA ESTADUAL PIO VEIGA;Estadual;;;
AM;1300201;Atalaia do Norte;13222210;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ATALAIA DO NORTE;Estadual;;;
AM;1300300;Autazes;13019007;ESCOLA ESTADUAL RAYMUO SA;Estadual;253.5;251.32;4.012183
AM;1300300;Autazes;13059548;EE MARIA EMILIA MARTINS MESTRINHO DE MEDEIROS RAPOSO;Estadual;;;
AM;1300300;Autazes;13103148;CENTRO DE EDUCACAO IIGENA AUTAZES;Estadual;226.86;228.17;3.291469
AM;1300300;Autazes;13106384;ESCOLA ESTADUAL NOVO CEU;Estadual;;;
AM;1300300;Autazes;13221205;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE AUTAZES;Estadual;;;
AM;1300409;Barcelos;13000136;ESCOLA ESTADUAL PE JOAO BADALOTTI;Estadual;252.41;250.79;3.98894
AM;1300409;Barcelos;13000403;ESCOLA ESTADUAL ANGELINA PALHETA MEES;Estadual;233.49;227.37;3.372611
AM;1300409;Barcelos;13000411;ESCOLA ESTADUAL SAO FRANCISCO DE SALES;Estadual;267.88;274.8;4.565646
AM;1300409;Barcelos;13220276;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BARCELO;Estadual;;;
AM;1300508;Barreirinha;13038010;ESCOLA ESTADUAL PROFª MARIA BELEM;Estadual;247.09;247.76;3.868861
AM;1300508;Barreirinha;13038680;ESCOLA ESTADUAL JULIO CESAR DA COSTA;Estadual;249.55;242.28;3.821376
AM;1300508;Barreirinha;13038699;ESCOLA ESTADUAL PADRE SEIXAS;Estadual;260.41;260.12;4.24097
AM;1300508;Barreirinha;13038702;ESCOLA ESTADUAL PROF OCTAVIANO CARDOSO;Estadual;239.29;235.33;3.573233
AM;1300508;Barreirinha;13038834;ESCOLA ESTADUAL NILO PEREIRA;Estadual;;;
AM;1300508;Barreirinha;13038923;ESCOLA ESTADUAL JACY DUTRA;Estadual;;;
AM;1300508;Barreirinha;13059416;ESCOLA ESTADUAL ANTONIO BELCHIOR CABRAL;Estadual;237.78;239.99;3.621786
AM;1300508;Barreirinha;13222228;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BARREIR;Estadual;;;
AM;1300508;Barreirinha;13241230;CENTRO DE EDUCACAO IIGENA - BARREIRINHA;Estadual;;;
AM;1300607;Benjamin Constant;13005081;ESCOLA ESTADUAL NOSSA SENHORA DA IMACULADA CONCEICAO;Estadual;234.42;226.86;3.378038
AM;1300607;Benjamin Constant;13093185;ESC EST IIGENA CACIQUE MANUEL FLORENTINO MECURACU;Estadual;;;
AM;1300607;Benjamin Constant;13106368;CETI PROFESSOR ARISTELIO SABINO DE OLIVEIRA;Estadual;245.6;250.46;3.888354
AM;1300607;Benjamin Constant;13108956;ESC EST IIGENA PROFESSORA DARIA GABRIEL QUIRINO ICURANA;Estadual;219.97;205.61;2.856975
AM;1300607;Benjamin Constant;13252208;ESC EST IIGENA PROFESSOR GILDO SAMPAIO MEGATANUCU;Estadual;224.9;203.27;2.891186
AM;1300631;Beruri;13015370;ESCOLA ESTADUAL EUCLIDES CORREA VIEIRA;Estadual;339.39;352.72;6.736467
AM;1300631;Beruri;13015397;ESCOLA ESTADUAL GETULIO VARGAS;Estadual;246.51;251.76;3.920596
AM;1300631;Beruri;13103156;CENTRO DE EDUCACAO IIGENA - BERURI;Estadual;;;
AM;1300631;Beruri;13219219;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BERURI;Estadual;;;
AM;1300680;Boa Vista do Ramos;13090259;ESCOLA ESTADUAL PROFª GERCILIA BARBOSA SAMPAIO;Estadual;252.24;253.38;4.025325
AM;1300680;Boa Vista do Ramos;13219227;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BVRAMOS;Estadual;;;
AM;1300706;Boca do Acre;13045458;ESCOLA ESTADUAL ALMIRANTE BARROSO;Estadual;233.6;233.06;3.459335
AM;1300706;Boca do Acre;13045660;ESCOLA ESTADUAL BARAO DE BOCA DO ACRE;Estadual;239.37;240.53;3.652201
AM;1300706;Boca do Acre;13045717;ESCOLA ESTADUAL LUCAS PENA;Estadual;242.18;227.11;3.490769
AM;1300706;Boca do Acre;13045750;ESCOLA ESTADUAL CEL JOSE DE ASSUNCAO;Estadual;249.42;242.57;3.823892
AM;1300706;Boca do Acre;13108921;CETI ELIAS MEES DA SILVA;Estadual;258.46;276.27;4.455349
AM;1300706;Boca do Acre;13223216;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BOCA DO;Estadual;;;
AM;1300706;Boca do Acre;13304275;EE PROFESSOR ANTONIO JOSE BERNARDO VASCONCELOS;Estadual;259.06;259.42;4.21153
AM;1300805;Borba;13048856;ESCOLA ESTADUAL LOTHAR SUSSMAN;Estadual;250.69;252,00;3.982896
AM;1300805;Borba;13049640;ESC MUN DR ADELINO COSTA;Municipal;;;
AM;1300805;Borba;13049720;ESCOLA ESTADUAL JOAO FERREIRA DA FONSECA;Estadual;226.58;227.97;3.284542
AM;1300805;Borba;13049747;ESCOLA ESTADUAL NOSSA SENHORA DO ROSARIO;Estadual;;;
AM;1300805;Borba;13094661;ESC MUNICIPAL DESEMBARGADOR DR FRANCISCO DAS CHAGAS AUZIER MOREIRA;Municipal;;;
AM;1300805;Borba;13102230;ESC EST IIGENA ESTER CALDEIRA CARDOSO;Estadual;225.61;216.76;3.103104
AM;1300805;Borba;13102249;ESC EST IIGENA LARANJAL;Estadual;;;
AM;1300805;Borba;13104381;EETI JOSE HOLAA CAVALCANTE;Estadual;255.06;258,00;4.134093
AM;1300805;Borba;13226207;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE BORBA;Estadual;;;
AM;1300805;Borba;13257200;CENTRO DE EDUCACAO IIGENA - BORBA;Estadual;;;
AM;1300839;Caapiranga;13016318;ESCOLA ESTADUAL CARMINA DE CASTRO;Estadual;243.88;241.6;3.731562
AM;1300839;Caapiranga;13103440;ESCOLA ESTADUAL JUSTINA PIRES NOGUEIRA;Estadual;228.06;211.89;3.06461
AM;1300839;Caapiranga;13223259;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CAAPIRA;Estadual;;;
AM;1300904;Canutama;13046535;ESCOLA ESTADUAL TANCREDO DE ALMEIDA NEVES;Estadual;247.26;246.27;3.848944
AM;1300904;Canutama;13223208;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CANUTAM;Estadual;250.93;239.11;3.793303
AM;1301001;Carauari;13008552;ESCOLA ESTADUAL OSVALDO NASCIMENTO;Estadual;242.84;237.54;3.656176
AM;1301001;Carauari;13084461;ESCOLA ESTADUAL CARAUARI;Estadual;274.99;283.45;4.794997
AM;1301001;Carauari;13102281;EETI PROFESSOR PEDRO ALVES DA SILVA;Estadual;232.11;253.94;3.750983
AM;1301001;Carauari;13224220;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CARAUAR;Estadual;;;
AM;1301100;Careiro;13020269;ESCOLA ESTADUAL THOME FERREIRA SANTIAGO;Estadual;251.53;261.12;4.131221
AM;1301100;Careiro;13020803;ESCOLA ESTADUAL PEDRO DOS SANTOS;Estadual;255.71;263.4;4.224061
AM;1301100;Careiro;13020811;ESCOLA ESTADUAL SENADOR FABIO LUCENA;Estadual;245.41;260.47;4.035535
AM;1301100;Careiro;13107119;CETI PROFESSORA MARIA ADELAIDE MARINHO HORTENCIA;Estadual;253.08;255.74;4.072452
AM;1301100;Careiro;13220217;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CAREIRO;Estadual;;;
AM;1301159;Careiro da Várzea;13021010;ESCOLA ESTADUAL ANTONIO FERREIRA GUEDES;Estadual;227.6;238.75;3.460245
AM;1301159;Careiro da Várzea;13021028;ESCOLA ESTADUAL CEL FIUZA;Estadual;244.6;250.07;3.86847
AM;1301159;Careiro da Várzea;13021036;ESCOLA ESTADUAL TIBURCIO ALVES MOGEIRO;Estadual;229.58;249.34;3.646587
AM;1301159;Careiro da Várzea;13021052;ESCOLA ESTADUAL VITAL DE ARADE BRAAO;Estadual;274.93;257.04;4.398795
AM;1301159;Careiro da Várzea;13021354;ESCOLA ESTADUAL ALBERTO SANTOS MIGUEIS;Estadual;276.12;265.25;4.538413
AM;1301159;Careiro da Várzea;13021362;ESCOLA ESTADUAL TANCREDO DE ALMEIDA NEVES;Estadual;251.21;255.88;4.048283
AM;1301159;Careiro da Várzea;13220225;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CAREIRO;Estadual;;;
AM;1301209;Coari;13016776;ESCOLA ESTADUAL JOAO VIEIRA;Estadual;239.88;242.38;3.687058
AM;1301209;Coari;13016792;ESCOLA ESTADUAL N S PERPETUO SOCORRO;Estadual;;;
AM;1301209;Coari;13018221;ESCOLA ESTADUAL MARIA ALMEIDA DO NASCIMENTO;Estadual;239.9;233.25;3.550663
AM;1301209;Coari;13018302;INSTITUTO BEREANO DE COARI;Estadual;234.23;227.88;3.390639
AM;1301209;Coari;13059602;ESCOLA ESTADUAL PREFEITO ALEXARE MONTORIL;Estadual;244.77;251.2;3.887774
AM;1301209;Coari;13103172;CENTRO DE EDUCACAO IIGENA COARI;Estadual;;;
AM;1301209;Coari;13104390;ESCOLA EST CETI PROFESSOR MANUEL VICENTE FERREIRA LIMA;Estadual;254.09;260.24;4.154002
AM;1301209;Coari;13116401;IFAM - CAMPUS COARI;Federal;;;
AM;1301209;Coari;13223224;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE COARI;Estadual;;;
AM;1301308;Codajás;13018396;ESCOLA ESTADUAL NOSSA SENHORA DAS GRACAS;Estadual;;;
AM;1301308;Codajás;13096613;ESC EST IIGENA PROFESSOR LUIZ GONZAGA DE SOUZA FILHO;Estadual;242.65;231.03;3.556053
AM;1301308;Codajás;13107976;CETI JOSE DE ARAUJO RODRIGUES;Estadual;271.44;264.8;4.465946
AM;1301308;Codajás;13223232;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CODAJAS;Estadual;;;
AM;1301407;Eirunepé;13009010;ESCOLA ESTADUAL NOSSA SENHORA DAS DORES;Estadual;239.32;233.94;3.552846
AM;1301407;Eirunepé;13078259;ESCOLA ESTADUAL CONRADO PINTO GOMES;Estadual;231.92;232.07;3.420919
AM;1301407;Eirunepé;13101153;IFAM - CAMPUS EIRUNEPE;Federal;281.79;298.39;5.114155
AM;1301407;Eirunepé;13108484;CETI PROFESSORA NEUZA ALVES BARROSO;Estadual;244.37;244.04;3.774971
AM;1301506;Envira;13055429;ESCOLA ESTADUAL PROFESSOR CHAGAS MATTOS;Estadual;237.43;248.48;3.743966
AM;1301605;Fonte Boa;13006614;ESCOLA ESTADUAL WALDEMARINA FERREIRA;Estadual;234.41;231.01;3.440023
AM;1301605;Fonte Boa;13099833;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE FONTE B;Estadual;;;
AM;1301605;Fonte Boa;13103210;CENTRO DE EDUCACAO IIGENA FONTE BOA;Estadual;;;
AM;1301605;Fonte Boa;13108948;CETI PROFESSORA NAIDE LINS DE ALBUQUERQUE;Estadual;248.12;248.38;3.892609
AM;1301654;Guajará;13220314;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE GUAJARA;Estadual;;;
AM;1301654;Guajará;13304313;ESCOLA ESTADUAL PROFESSOR JOSE ELNO FERREIRA DE SOUZA;Estadual;232.85;235.49;3.485179
AM;1301704;Humaitá;13050141;ESCOLA ESTADUAL OSWALDO CRUZ;Estadual;264.11;265.77;4.377517
AM;1301704;Humaitá;13051172;ESCOLA ESTADUAL TANCREDO NEVES;Estadual;;;
AM;1301704;Humaitá;13051199;ESCOLA ESTADUAL ALVARO MAIA;Estadual;;;
AM;1301704;Humaitá;13059262;ESCOLA ESTADUAL GOVERNADOR PLINIO RAMOS COELHO;Estadual;246.78;241.17;3.765855
AM;1301704;Humaitá;13101137;IFAM - CAMPUS HUMAITA;Federal;;;
AM;1301704;Humaitá;13102508;ESC EST IIGENA TUPAJAKUI;Estadual;;;
AM;1301704;Humaitá;13105833;CENTRO EDUC DE TEMPO INT TARCILA PRADO DE NEGREIROS MEES;Estadual;271.89;270.63;4.559541
AM;1301704;Humaitá;13260219;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE HUMAITA;Estadual;;;
AM;1301803;Ipixuna;13011413;ESCOLA ESTADUAL ARMAO DE SOUZA MEES;Estadual;;;
AM;1301803;Ipixuna;13087266;ESCOLA ESTADUAL IPIXUNA;Estadual;223.77;222.5;3.16319
AM;1301803;Ipixuna;13271210;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE IPIXUNA;Estadual;;;
AM;1301852;Irauba;13021630;ESCOLA ESTADUAL ISAIAS VASCONCELOS;Estadual;250.47;251.24;3.968429
AM;1301852;Irauba;13021648;ESCOLA ESTADUAL SENADOR JOAO BOSCO RAMOS DE LIMA;Estadual;242.34;253.9;3.894064
AM;1301852;Irauba;13081268;ESCOLA ESTADUAL CECILIA CARNEIRO DE OLIVEIRA;Estadual;242.05;249.84;3.829213
AM;1301852;Irauba;13096435;ESCOLA ESTADUAL THOMAS EUGENE LOVEJOY;Estadual;;;
AM;1301852;Irauba;13101030;EETI MARIA IZABEL FERREIRA XAVIER DESTERRO E SILVA;Estadual;256.91;268.77;4.321304
AM;1301852;Irauba;13101579;ESCOLA ESTADUAL ELIAS NOVOA ALVAREZ;Estadual;;;
AM;1301852;Irauba;13229214;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE IRAUB;Estadual;;;
AM;1301902;Itacoatiara;13033611;ESCOLA ESTADUAL ANILIA NOGUEIRA DA SILVA;Estadual;;;
AM;1301902;Itacoatiara;13033620;ESCOLA ESTADUAL DEPUTADO VITAL DE MEONCA;Estadual;282.15;282.37;4.879391
AM;1301902;Itacoatiara;13035240;ESCOLA ESTADUAL JOSE CARLOS MARTINS MESTRINHO;Estadual;251.77;257.11;4.074562
AM;1301902;Itacoatiara;13035320;ESCOLA ESTADUAL SERGIO MEONCA DE AQUINO;Estadual;;;
AM;1301902;Itacoatiara;13059599;ESCOLA ESTADUAL DEP JOAO VALERIO DE OLIVEIRA;Estadual;242.74;244.97;3.765999
AM;1301902;Itacoatiara;13059696;ESC EST PROFESSORA MIRTES ROSA MEES DE MEONCA LIMA;Estadual;256.14;262.24;4.212735
AM;1301902;Itacoatiara;13079220;COLEGIO NOSSA SENHORA DO ROSARIO;Privada;;;
AM;1301902;Itacoatiara;13101145;IFAM - CAMPUS ITACOATIARA;Federal;;;
AM;1301902;Itacoatiara;13105329;EE CETI DOM JORGE EDWARD MARSKELL;Estadual;;;
AM;1301902;Itacoatiara;13223275;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ITACOAT;Estadual;;;
AM;1301951;Itamarati;13012096;ESCOLA ESTADUAL FRANCIDENE SOARES BARROSO;Estadual;332.64;287.52;5.665616
AM;1302009;Itapiranga;13035770;ESCOLA ESTADUAL TEREZA DOS SANTOS;Estadual;265.34;267.42;4.419493
AM;1302009;Itapiranga;13223283;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ITAPIRA;Estadual;248.74;223.48;3.528563
AM;1302009;Itapiranga;13304305;ESCOLA ESTADUAL YAMAMAY;Estadual;;;
AM;1302108;Japurá;13003208;ESCOLA ESTADUAL CASTELO BRANCO;Estadual;;;
AM;1302108;Japurá;13003216;ESCOLA ESTADUAL DUQUE DE CAXIAS;Estadual;;;
AM;1302108;Japurá;13095234;ESCOLA ESTADUAL DOROTHEA DE SOUZA BRAGA;Estadual;364.78;260.85;5.717769
AM;1302108;Japurá;13096680;ESCOLA ESTADUAL RAIMUO ROBERTO;Estadual;316.16;332.19;6.102868
AM;1302108;Japurá;13103245;CENTRO DE EDUCACAO IIGENA JAPURA;Estadual;;;
AM;1302108;Japurá;13238205;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE JAPURA;Estadual;;;
AM;1302207;Juruá;13082701;ESCOLA ESTADUAL PROFESSOR ROMERITO DA SILVA BRITO;Estadual;242.45;250.32;3.842016
AM;1302207;Juruá;13101064;ESCOLA ESTADUAL PROFESSORA ALTINA GOMES DE OLIVEIRA;Estadual;;;
AM;1302207;Juruá;13241222;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE JURUA;Estadual;;;
AM;1302306;Jutaí;13007203;ESCOLA ESTADUAL PE JOAO VAN DEN;Estadual;249.59;249.13;3.924483
AM;1302306;Jutaí;13102311;ESCOLA ESTADUAL IIGENA JOAQUIM ROMAO;Estadual;212.05;198.82;2.644092
AM;1302306;Jutaí;13231200;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE JUTAI;Estadual;208.71;217.14;2.871433
